TN,TP,FN,FP,config,complete,score,falseRate,numVars,numIfs,numLoops,numFuncs,numCalls,numFundTypes,numArrayTypes,numPointerTypes,numCompTypes,numThings,numLines,numLoads,numStores,numAddrSpaceCast,numAlloca,numAtomicCmpXchg,numAtomicRMW,numBitCast,numBranch,numCall,numCatchPad,numCatchReturn,numCatchSwitch,numCleanupPad,numCleanupReturn,numExtractElement,numExtractValue,numFCmp,numFence,numFPExt,numFPToSI,numFPToUI,numFPTrunc,numGetElementPtr,numICmp,numIndirectBr,numInsertElement,numInsertValue,numIntToPtr,numInvoke,numLandingPad,numLoad,numPHINode,numPtrToInt,numResume,numReturn,numSelect,numSExt,numShuffleVector,numSIToFP,numStore,numSwitch,numTrunc,numUIToFP,numUnreachable,numVAArg,numZExt,numDUMMY
121,0,0,0,295,121,242.0,0.0,5,1,1,1,0,3,0,2,0,25,34,11,7,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,11,4,1,2,3,5,0,6,0,54,74,17,17,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,17,0,0,0,2,0,4,0,0,17,0,0,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,8,6,3,1,3,7,0,1,0,56,86,23,15,0,0,0,0,1,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,23,0,0,0,1,0,4,0,0,15,0,0,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,13,6,2,2,3,7,0,6,0,77,123,33,20,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,33,1,4,0,2,0,10,0,0,20,0,3,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,7,3,1,1,1,5,0,2,0,37,56,16,9,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,16,0,0,0,1,0,3,0,0,9,0,0,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,13,6,2,2,3,7,0,6,0,73,117,31,18,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,31,1,4,0,2,0,10,0,0,18,0,3,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,13,4,2,2,3,7,0,6,0,59,89,20,17,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,20,0,2,0,2,0,7,0,0,17,0,1,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,12,6,2,2,3,6,0,6,0,62,90,19,20,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,19,0,0,0,2,0,5,0,0,20,0,0,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,10,3,1,2,3,5,0,5,0,48,64,15,15,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,15,0,1,0,2,0,3,0,0,15,0,0,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,13,6,2,2,3,6,0,7,0,70,106,28,18,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,28,1,0,0,2,0,10,0,0,18,0,1,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,6,5,2,1,2,5,0,1,0,41,65,15,12,0,0,0,0,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,15,1,0,0,1,0,2,0,0,12,0,0,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,11,5,1,2,4,7,0,4,0,52,73,15,15,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,15,0,0,0,2,0,2,0,0,15,0,1,0,0,0,2,0
121,0,0,0,295,121,242.0,0.0,14,4,0,4,9,5,0,9,0,79,100,26,22,0,0,0,0,1,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,26,0,0,0,4,0,0,0,0,22,0,0,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,6,2,1,2,2,3,0,3,0,33,50,12,9,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,12,0,2,0,2,0,3,0,0,9,0,1,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,14,5,2,2,3,7,0,7,0,67,92,21,22,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,21,0,0,0,2,0,4,0,0,22,0,0,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,14,9,2,3,5,8,0,6,0,110,154,45,34,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,45,0,1,0,3,0,4,0,0,34,0,0,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,6,7,2,1,2,5,0,1,0,51,85,22,13,0,0,0,0,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,22,1,0,0,1,0,5,0,0,13,0,0,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,11,7,2,2,4,6,0,5,0,71,104,26,21,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,26,0,0,0,2,0,6,0,0,21,0,0,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,13,9,2,2,4,7,0,6,0,84,123,32,24,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,32,0,0,0,2,0,7,0,0,24,0,0,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,13,6,2,2,3,6,0,7,0,74,112,30,20,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,30,1,0,0,2,0,10,0,0,20,0,1,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,13,6,2,2,3,7,0,6,0,73,117,31,18,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,31,1,4,0,2,0,10,0,0,18,0,3,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,13,8,1,2,4,9,0,4,0,77,119,30,20,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,30,2,0,0,2,0,7,0,0,20,0,0,0,0,0,5,0
121,0,0,0,295,121,242.0,0.0,5,3,1,1,2,3,0,2,0,29,42,12,6,0,0,0,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,6,4,1,2,3,4,0,2,0,38,61,15,8,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,15,2,0,0,2,0,6,0,0,8,0,1,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,13,8,2,2,3,7,0,6,0,73,111,26,21,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,26,0,2,0,2,0,6,0,0,21,0,0,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,11,6,2,3,3,5,0,6,0,66,94,25,18,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,25,0,1,0,3,0,5,0,0,18,0,1,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,18,19,2,2,3,12,0,6,0,139,239,62,35,0,0,0,0,0,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,0,0,0,0,0,0,62,4,0,0,2,0,11,0,0,35,0,2,0,0,0,8,0
121,0,0,0,295,121,242.0,0.0,6,4,1,2,3,4,0,2,0,40,64,16,9,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,16,2,0,0,2,0,6,0,0,9,0,1,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,21,12,4,4,5,9,0,12,0,137,197,58,37,0,0,0,0,0,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,58,1,1,0,4,0,10,0,0,37,0,0,0,0,0,0,0
121,0,0,0,295,121,242.0,0.0,18,19,2,2,3,12,0,6,0,139,239,62,35,0,0,0,0,0,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,0,0,0,0,0,0,62,4,0,0,2,0,11,0,0,35,0,2,0,0,0,8,0
120,0,0,0,295,120,240.0,0.0,12,9,2,2,4,7,0,5,0,85,126,34,24,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,34,1,0,0,2,0,7,0,0,24,0,0,0,0,0,0,0
120,0,0,0,295,120,240.0,0.0,13,6,2,2,3,7,0,6,0,77,123,33,20,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,33,1,4,0,2,0,10,0,0,20,0,3,0,0,0,0,0
120,0,0,0,295,120,240.0,0.0,8,3,2,2,2,6,0,2,0,42,61,16,11,0,0,0,0,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,16,0,0,0,2,0,3,0,0,11,0,0,0,0,0,0,0
120,0,0,0,295,120,240.0,0.0,5,3,1,1,1,3,0,2,0,31,44,13,8,0,0,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0
120,0,0,0,295,120,240.0,0.0,9,3,1,2,3,6,0,3,0,46,63,16,13,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,16,0,1,0,2,0,4,0,0,13,0,1,0,0,0,0,0
120,0,0,0,295,120,240.0,0.0,8,3,2,3,2,4,2,2,0,39,64,13,10,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,13,0,0,0,3,0,4,0,0,10,0,0,0,1,0,0,0
120,0,0,0,295,120,240.0,0.0,6,2,0,2,3,4,0,2,0,31,44,10,8,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,10,0,0,0,2,0,3,0,0,8,0,0,0,0,0,0,0
120,0,0,0,295,120,240.0,0.0,12,5,2,2,3,8,0,4,0,68,102,27,19,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,27,0,0,0,2,0,8,0,0,19,0,1,0,0,0,0,0
120,0,0,0,295,120,240.0,0.0,6,7,2,1,2,5,0,1,0,51,87,22,13,0,0,0,0,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,22,1,0,0,1,0,5,0,0,13,0,0,0,0,0,0,0
0,239,0,0,295,239,239.0,0.0,4,5,1,1,3,4,0,0,0,28,42,9,6,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0
0,236,0,0,295,236,236.0,0.0,2,2,1,1,2,2,0,0,0,14,24,3,4,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
0,234,0,0,295,234,234.0,0.0,7,6,0,2,6,7,0,0,0,44,59,14,9,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,9,0,0,0,1,0,0,0
0,234,0,0,295,234,234.0,0.0,2,4,0,1,6,1,0,1,0,39,72,20,6,0,0,0,0,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,6,0,0,0,0,0,4,0
0,231,0,0,295,231,231.0,0.0,4,4,1,1,3,4,0,0,0,39,57,16,11,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,1,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0
0,228,0,0,295,228,228.0,0.0,8,4,0,3,5,7,0,0,1,60,106,26,14,0,0,0,0,7,9,5,0,0,0,0,0,0,0,4,0,0,0,0,0,4,2,0,0,0,0,0,0,26,2,0,0,3,0,0,0,0,14,0,0,0,1,0,2,0
0,221,0,0,295,221,221.0,0.0,5,13,1,1,5,5,0,0,0,61,91,28,9,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,28,2,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0
0,211,0,0,295,211,211.0,0.0,5,2,0,3,7,5,0,0,0,31,42,7,7,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0
104,0,0,0,295,104,208.0,0.0,6,2,1,2,4,3,0,3,0,36,52,13,9,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,13,0,2,0,2,0,3,0,0,9,0,1,0,0,0,0,0
101,0,0,0,295,101,202.0,0.0,10,5,1,2,7,6,0,4,0,69,104,29,16,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,29,2,0,0,2,0,7,0,0,16,0,0,0,0,0,5,0
101,0,0,0,295,101,202.0,0.0,65,15,2,31,83,26,0,37,2,441,597,126,121,0,0,0,0,20,45,83,0,0,0,0,0,0,4,0,0,0,0,0,0,34,24,0,0,0,0,0,0,126,2,4,0,31,0,3,0,0,121,2,4,0,1,0,20,0
101,0,0,0,295,101,202.0,0.0,12,6,2,2,7,6,0,6,0,80,124,34,19,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,34,1,4,0,2,0,10,0,0,19,0,3,0,0,0,0,0
0,184,0,0,295,184,184.0,0.0,8,3,0,3,9,8,0,0,0,45,59,11,11,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0
88,0,0,0,295,88,176.0,0.0,2,8,1,4,4,2,0,0,0,92,194,42,32,0,0,0,0,0,19,4,0,0,0,0,0,0,0,6,0,30,0,0,13,0,3,0,0,0,0,0,0,42,1,0,0,4,0,0,0,0,32,0,0,0,1,0,1,0
93,0,0,1,295,94,170.0,1.06382978723,18,11,2,8,19,11,0,7,0,140,210,48,36,0,0,0,0,0,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,0,0,0,0,0,0,48,0,0,0,8,0,4,0,0,36,0,2,0,2,0,2,0
81,0,0,0,295,81,162.0,0.0,7,2,0,3,9,0,0,7,0,51,64,20,10,0,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0
81,0,0,0,295,81,162.0,0.0,7,1,0,3,9,0,0,7,0,46,55,16,10,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0
80,0,0,0,295,80,160.0,0.0,15,2,0,2,13,3,0,12,0,98,126,41,25,0,0,0,0,9,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,41,0,0,0,2,0,0,0,0,25,0,0,0,0,0,0,0
79,0,0,0,295,79,158.0,0.0,5,9,4,3,7,3,0,2,0,51,78,14,13,0,0,0,0,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,14,1,0,0,3,0,0,0,0,13,0,0,0,2,0,1,0
79,0,0,0,295,79,158.0,0.0,5,14,8,3,6,3,0,2,0,59,99,18,13,0,0,0,0,0,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,18,2,0,0,3,0,0,0,0,13,0,0,0,2,0,0,0
77,0,0,0,295,77,154.0,0.0,7,2,1,2,10,3,0,4,0,54,71,21,12,0,0,0,0,6,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,2,1,0,0,0,12,0,0,0,0,0,1,0
76,0,0,0,295,76,152.0,0.0,8,3,1,2,9,4,0,4,0,59,78,23,14,0,0,0,0,5,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,23,0,0,0,2,1,0,0,0,14,0,0,0,0,0,1,0
75,0,0,0,295,75,150.0,0.0,20,18,11,4,4,19,1,0,0,229,414,127,56,0,0,0,0,0,59,4,0,0,0,0,0,0,0,3,0,0,0,0,0,44,16,0,0,0,0,0,0,127,0,0,0,4,0,43,0,1,56,0,0,0,1,0,1,0
0,140,0,0,295,140,140.0,0.0,8,7,0,2,7,8,0,0,0,55,73,18,13,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,18,0,0,0,2,0,0,0,0,13,0,0,0,1,0,0,0
69,0,0,0,295,69,138.0,0.0,30,4,1,3,5,18,1,8,3,192,346,99,51,0,0,0,0,40,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,92,5,0,0,0,0,0,0,99,1,0,0,3,0,0,0,0,51,0,2,0,1,0,6,0
0,168,1,0,295,169,136.0,0.591715976331,8,5,4,2,7,7,0,1,0,68,114,31,15,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,31,0,0,0,2,0,0,0,0,15,0,0,0,1,0,12,0
66,0,0,0,295,66,132.0,0.0,6,2,1,2,6,4,0,2,0,41,51,15,10,0,0,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0
0,127,0,0,295,127,127.0,0.0,7,6,3,1,2,6,0,1,0,50,79,20,14,0,0,0,0,1,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,20,0,0,0,1,0,4,0,0,14,0,0,0,0,0,0,0
60,0,0,0,295,60,120.0,0.0,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
59,0,0,0,295,59,118.0,0.0,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
59,0,0,0,295,59,118.0,0.0,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
59,0,0,0,295,59,118.0,0.0,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
59,0,0,0,295,59,118.0,0.0,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
59,0,0,0,295,59,118.0,0.0,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
59,0,0,0,295,59,118.0,0.0,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
59,0,0,0,295,59,118.0,0.0,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
59,0,0,0,295,59,118.0,0.0,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
58,0,0,0,295,58,116.0,0.0,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
58,0,0,0,295,58,116.0,0.0,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
58,0,0,0,295,58,116.0,0.0,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
58,0,0,0,295,58,116.0,0.0,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
57,0,0,0,295,57,114.0,0.0,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
57,0,0,0,295,57,114.0,0.0,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
57,0,0,0,295,57,114.0,0.0,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
56,0,0,0,295,56,112.0,0.0,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
0,107,0,0,295,107,107.0,0.0,4,5,3,1,5,4,0,0,0,29,47,7,7,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0
43,0,0,0,295,43,86.0,0.0,15,6,4,3,4,11,1,3,0,84,123,32,24,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,32,0,0,0,3,0,5,0,0,24,0,0,0,0,0,1,0
0,132,2,0,295,134,68.0,1.49253731343,2,8,2,3,6,1,0,1,0,78,128,31,28,0,0,0,0,2,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,31,1,0,0,3,0,0,0,0,28,2,0,0,0,0,1,0
104,0,0,9,295,113,64.0,7.96460176991,7,3,2,3,16,3,0,4,0,44,55,9,6,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,6,0,0,0,1,0,0,0
30,0,0,0,295,30,60.0,0.0,79,40,7,10,23,56,1,21,1,410,659,150,108,0,0,0,0,6,105,23,0,0,0,0,0,0,0,0,0,0,0,0,0,51,43,0,0,0,0,0,0,150,1,0,0,10,0,7,0,0,108,1,11,0,2,0,44,0
30,0,0,0,295,30,60.0,0.0,78,40,7,10,23,56,1,21,0,411,664,152,108,0,0,0,0,6,105,23,0,0,0,0,0,0,0,0,0,0,0,0,0,53,43,0,0,0,0,0,0,152,1,0,0,10,0,9,0,0,108,1,11,0,2,0,44,0
30,0,0,0,295,30,60.0,0.0,78,40,7,10,23,56,1,21,0,413,668,154,108,0,0,0,0,6,105,23,0,0,0,0,0,0,0,0,0,0,0,0,0,53,43,0,0,0,0,0,0,154,1,0,0,10,0,9,0,0,108,1,11,0,2,0,44,0
30,0,0,0,295,30,60.0,0.0,78,40,7,10,23,56,1,21,0,409,658,150,108,0,0,0,0,6,105,23,0,0,0,0,0,0,0,0,0,0,0,0,0,51,43,0,0,0,0,0,0,150,1,0,0,10,0,7,0,0,108,1,11,0,2,0,44,0
0,57,0,0,295,57,57.0,0.0,9,6,2,1,1,6,0,3,0,64,99,31,16,0,0,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,31,1,0,0,1,0,5,0,0,16,0,0,0,0,0,0,0
27,0,0,0,295,27,54.0,0.0,167,261796,1,83,144,167,0,0,0,669599,972374,261960,145449,0,0,0,0,0,302715,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261796,0,0,0,0,0,0,261960,0,0,0,83,0,0,0,0,145449,0,0,0,60,0,0,0
27,0,0,0,295,27,54.0,0.0,167,261796,1,83,144,167,0,0,0,669599,972374,261960,145449,0,0,0,0,0,302715,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261796,0,0,0,0,0,0,261960,0,0,0,83,0,0,0,0,145449,0,0,0,60,0,0,0
27,0,0,0,295,27,54.0,0.0,167,261796,1,83,144,167,0,0,0,669599,972374,261960,145449,0,0,0,0,0,302715,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261796,0,0,0,0,0,0,261960,0,0,0,83,0,0,0,0,145449,0,0,0,60,0,0,0
27,0,0,0,295,27,54.0,0.0,167,261796,1,83,144,167,0,0,0,669599,972374,261960,145449,0,0,0,0,0,302715,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261796,0,0,0,0,0,0,261960,0,0,0,83,0,0,0,0,145449,0,0,0,60,0,0,0
27,0,0,0,295,27,54.0,0.0,167,261796,1,83,144,167,0,0,0,669599,972374,261960,145449,0,0,0,0,0,302715,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261796,0,0,0,0,0,0,261960,0,0,0,83,0,0,0,0,145449,0,0,0,60,0,0,0
