TN,TP,FN,FP,prog,complete,score,falseRate,numIfs,numVars,numFuncs,numCalls,numLoops,numArrayTypes,numCompositeTypes,numFundamentalTypes,numLines,SSASwitchInstruction,SSAArrayLengthInstruction,SSAArrayLoadInstruction,SSAPutInstruction,SSAComparisonInstruction,SSAConditionalBranchInstruction,SSANewInstruction,SSAReturnInstruction,SSAGetInstruction,SSAGotoInstruction,SSALoadMetadataInstruction,SSAInstanceofInstruction,SSAArrayStoreInstruction,SSACheckCastInstruction,SSAGetCaughtExceptionInstruction,SSABinaryOpInstruction,SSAPhiInstruction,SSAUnaryOpInstruction,SSAConversionInstruction,SSAPiInstruction,SSAMonitorInstruction,SSAInvokeInstruction,SSAThrowInstruction
0,0,0,0,256,0,0.0,NA,2,46,2,12,0,2,1,43,43,1,0,0,3,0,2,1,8,1,1,13,9,0,0,0,0,0,0,3,1,1,0,0
0,24,0,0,256,24,24.0,0.0,2,37,2,12,0,1,1,35,33,2,1,8,13,3,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0
0,66,0,0,256,66,66.0,0.0,3,20,2,6,0,1,1,18,24,1,0,0,2,0,3,1,2,1,1,7,1,0,0,0,0,0,0,4,1,1,0,0
0,66,0,0,256,66,66.0,0.0,2,12,2,4,0,0,1,11,16,1,0,0,1,0,2,1,0,1,1,5,0,0,0,0,0,0,0,3,1,1,0,0
0,49,9,0,256,58,-239.0,15.5172413793,2,20,2,6,0,1,1,18,21,7,0,3,0,0,2,0,0,1,1,0,0,1,2,0,0,1,0,0,0,1,1,2
0,66,0,0,256,66,66.0,0.0,2,12,2,4,0,0,1,11,16,2,1,0,5,3,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
0,102,0,0,256,102,102.0,0.0,0,24,4,4,0,0,1,23,34,0,0,0,1,0,4,2,4,6,3,1,0,0,0,0,0,1,0,0,0,0,12,1
218,0,0,0,256,218,436.0,0.0,3,8,2,2,0,0,1,7,15,1,0,0,0,2,1,0,0,0,3,1,0,0,1,0,4,0,1,0,0,0,1,1
0,103,0,0,256,103,103.0,0.0,0,25,4,2,0,0,1,24,34,0,0,0,2,0,4,2,4,7,2,1,0,0,0,0,1,1,0,0,0,0,10,1
0,10,3,0,256,13,-86.0,23.0769230769,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,116,0,0,256,116,116.0,0.0,3,10,2,2,0,0,1,9,15,2,1,0,3,4,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
0,90,0,0,256,90,90.0,0.0,3,12,3,3,0,0,1,11,27,1,0,3,1,0,6,1,0,1,1,6,0,0,0,0,0,0,0,6,1,1,0,0
0,24,0,0,256,24,24.0,0.0,2,16,2,4,0,1,1,14,19,5,0,3,0,0,2,0,0,1,1,0,0,1,2,0,0,1,0,0,0,1,1,2
0,24,0,0,256,24,24.0,0.0,4,33,2,10,0,2,2,29,33,11,0,5,0,0,2,0,0,1,2,0,0,1,4,0,0,2,0,0,0,1,1,4
0,7,0,0,256,7,7.0,0.0,4,32,2,10,0,1,3,28,35,1,0,0,0,2,2,0,2,4,11,4,0,0,1,0,5,0,1,0,0,0,2,1
0,0,0,3,256,3,-48.0,100.0,8,46,2,15,0,1,5,40,53,1,0,0,0,2,4,0,2,7,16,6,0,0,1,0,9,0,1,0,0,0,4,1
139,0,0,35,256,174,-282.0,20.1149425287,0,27,4,2,0,0,1,26,33,0,0,0,1,0,4,2,4,6,2,1,0,0,0,0,2,1,0,0,0,0,10,1
0,103,0,0,256,103,103.0,0.0,0,20,4,2,0,0,1,19,30,0,0,0,2,0,4,2,4,4,2,1,0,0,0,0,2,1,0,0,0,0,8,1
165,0,0,21,256,186,-6.0,11.2903225806,6,23,5,7,0,0,4,19,33,0,0,0,1,0,7,4,5,3,1,1,0,0,0,0,0,1,0,0,0,0,8,3
220,0,0,0,256,220,440.0,0.0,2,9,3,2,0,0,1,8,16,1,0,0,1,0,3,1,0,1,1,3,0,0,0,0,0,0,0,3,2,1,0,0
206,0,0,0,256,206,412.0,0.0,2,9,3,2,0,0,1,8,20,1,0,2,1,0,4,1,0,1,1,4,0,0,0,0,0,0,0,4,1,1,0,0
0,0,0,0,256,0,0.0,NA,2,82,2,25,0,1,2,79,51,0,0,0,3,2,1,0,0,3,12,0,0,1,1,0,1,0,1,0,0,26,1,0
0,0,0,0,256,0,0.0,NA,2,86,2,27,0,1,2,83,53,1,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,28,0,1,12,3,3,1
0,109,0,0,256,109,109.0,0.0,0,12,5,4,0,0,0,12,26,0,0,3,3,0,0,5,0,0,0,2,2,0,0,1,0,1,0,1,0,9,0,1
0,0,0,0,256,0,0.0,NA,4,92,2,28,0,1,3,88,59,1,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,29,0,1,12,5,4,2
139,0,0,35,256,174,-282.0,20.1149425287,0,28,4,2,0,0,1,27,38,0,0,0,1,0,5,3,4,7,3,1,0,0,0,0,1,1,0,0,0,0,11,2
0,24,0,0,256,24,24.0,0.0,2,12,2,4,0,0,2,10,17,0,0,0,1,0,3,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,5,1
0,24,0,0,256,24,24.0,0.0,2,12,2,4,0,0,2,10,17,0,0,0,1,0,3,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,5,1
0,24,0,0,256,24,24.0,0.0,2,14,2,5,0,0,2,12,18,1,0,0,2,0,2,1,0,1,1,6,0,0,0,0,0,0,0,3,1,1,0,0
0,0,0,66,256,66,-1056.0,100.0,12,47,2,17,0,0,7,40,55,1,6,0,0,0,0,0,18,1,0,1,7,0,1,0,2,0,6,0,13,0,0,0
118,0,0,6,256,124,140.0,4.83870967742,1,18,4,3,0,0,1,17,33,0,0,0,1,1,4,2,4,3,3,1,0,0,0,0,3,2,1,1,0,0,8,1
0,116,0,0,256,116,116.0,0.0,0,11,3,2,0,0,0,11,19,1,0,2,1,0,4,1,0,1,1,4,0,0,0,0,0,0,0,3,1,1,0,0
217,0,0,0,256,217,434.0,0.0,2,8,2,2,0,0,1,7,14,1,0,0,0,2,1,0,0,0,3,1,0,0,1,0,3,0,1,0,0,0,1,1
0,11,0,0,256,11,11.0,0.0,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,11,5,0,256,16,-149.0,31.25,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,11,0,0,256,11,11.0,0.0,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
139,0,0,35,256,174,-282.0,20.1149425287,0,30,4,2,0,0,1,29,38,0,0,0,2,0,4,2,4,8,3,1,0,0,0,0,3,1,0,0,0,0,10,1
0,0,0,10,256,10,-160.0,100.0,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,11,1,0,256,12,-21.0,8.33333333333,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,10,0,0,256,10,10.0,0.0,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,11,0,0,256,11,11.0,0.0,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,0,0,11,256,11,-176.0,100.0,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
1,0,0,10,256,11,-158.0,90.9090909091,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,103,0,0,256,103,103.0,0.0,0,29,4,4,0,0,1,28,37,0,0,0,1,0,4,2,4,6,3,1,0,0,0,0,3,1,0,0,0,0,12,1
0,24,0,0,256,24,24.0,0.0,2,14,2,5,0,0,1,13,17,0,0,0,1,0,3,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,6,1
16,0,0,70,256,86,-1088.0,81.3953488372,10,30,2,7,0,0,7,23,46,1,0,0,0,2,10,0,0,0,8,7,0,0,1,0,11,0,1,0,0,0,5,1
160,0,0,23,256,183,-48.0,12.5683060109,1,27,4,3,0,0,1,26,39,0,0,0,2,0,5,2,4,7,3,1,0,0,0,0,2,1,1,0,0,0,11,1
0,0,0,0,256,0,0.0,NA,1,7,2,1,0,0,1,6,14,2,0,0,0,2,1,0,0,0,2,1,0,1,2,0,2,0,1,0,0,0,1,1
218,0,0,0,256,218,436.0,0.0,6,14,2,3,0,0,2,12,23,1,0,0,0,2,2,0,0,0,4,2,0,0,2,0,7,0,1,0,0,0,2,2
165,0,0,13,256,178,122.0,7.30337078652,2,18,4,3,0,0,1,17,32,0,0,0,1,3,5,2,4,3,2,1,0,0,0,0,1,1,0,1,0,0,8,1
212,0,0,0,256,212,424.0,0.0,6,14,3,4,0,0,1,13,35,1,0,5,1,0,8,1,0,1,1,7,0,0,0,0,0,0,0,9,1,1,0,0
0,0,0,66,256,66,-1056.0,100.0,11,47,2,15,0,0,4,43,52,8,0,0,4,0,2,4,0,4,1,16,0,0,0,0,0,0,0,12,1,1,0,0
0,6,0,0,256,6,6.0,0.0,5,35,2,14,0,0,1,34,36,5,0,0,1,0,2,1,0,4,1,15,0,0,0,0,0,0,0,6,1,1,0,0
0,37,0,0,256,37,37.0,0.0,0,24,4,4,0,0,1,23,37,0,0,0,1,0,4,2,4,6,3,1,0,0,0,0,3,1,0,0,0,0,12,1
0,0,0,0,256,0,0.0,NA,8,52,2,13,0,1,9,42,54,0,0,0,1,0,9,10,2,4,1,1,0,8,0,0,0,1,0,0,0,0,14,4
0,0,0,66,256,66,-1056.0,100.0,3,32,3,12,0,0,4,28,35,4,1,1,13,6,0,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,4,0
0,19,0,0,256,19,19.0,0.0,2,20,2,6,0,1,3,16,25,1,0,0,4,0,2,1,2,1,1,7,2,0,0,0,0,0,0,3,1,1,0,0
0,24,0,0,256,24,24.0,0.0,2,11,2,4,0,0,2,9,17,1,0,0,2,0,2,1,0,1,1,5,0,0,0,0,0,0,0,3,1,1,0,0
0,24,0,0,256,24,24.0,0.0,2,27,2,4,0,1,2,24,26,1,0,0,3,0,2,1,0,1,1,5,8,0,0,0,0,0,0,3,1,1,0,0
0,24,0,0,256,24,24.0,0.0,2,27,2,4,0,1,2,24,26,1,0,0,0,2,1,0,8,0,5,3,0,0,1,0,3,0,1,0,0,0,1,1
139,0,0,35,256,174,-282.0,20.1149425287,0,4,1,2,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0
139,0,0,35,256,174,-282.0,20.1149425287,0,24,4,2,0,0,1,23,32,0,0,0,1,0,4,2,4,6,3,1,0,0,0,0,0,1,0,0,0,0,10,1
165,0,0,13,256,178,122.0,7.30337078652,2,16,4,3,0,0,1,15,31,0,0,0,1,2,5,2,4,3,2,1,0,0,0,0,1,1,0,1,0,0,8,1
173,0,0,17,256,190,74.0,8.94736842105,1,18,4,3,0,0,1,17,30,0,0,0,1,1,4,2,4,3,3,1,0,0,0,0,1,2,0,1,0,0,8,1
0,99,0,0,256,99,99.0,0.0,3,14,4,4,0,0,2,12,34,0,0,0,1,0,10,2,5,2,3,1,0,0,0,0,2,3,0,0,0,0,7,1
0,24,0,0,256,24,24.0,0.0,4,21,2,4,1,0,1,20,23,1,0,0,1,2,1,0,0,1,5,1,2,0,2,0,5,0,1,0,0,0,1,3
16,0,0,65,256,81,-1008.0,80.2469135802,15,54,2,13,1,1,5,48,61,3,0,0,2,2,0,0,7,3,1,0,2,1,16,5,0,0,6,14,0,1,1,0
138,0,0,35,256,173,-284.0,20.2312138728,0,26,4,2,0,0,1,25,35,0,0,0,2,0,4,2,4,7,2,1,0,0,0,0,2,1,0,0,0,0,10,1
0,10,1,0,256,11,-22.0,9.09090909091,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,11,2,0,256,13,-53.0,15.3846153846,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
218,0,0,0,256,218,436.0,0.0,1,12,3,2,0,0,0,12,23,4,1,0,6,4,0,0,2,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,256,0,0.0,NA,1,7,2,1,0,0,1,6,14,2,0,0,0,2,1,0,0,0,2,1,0,1,2,0,2,0,1,0,0,0,1,1
0,0,0,0,256,0,0.0,NA,1,9,2,2,0,0,1,8,14,1,0,0,0,2,1,0,0,0,3,1,0,1,2,0,2,0,1,0,0,0,1,1
0,0,0,0,256,0,0.0,NA,1,8,2,1,0,0,1,7,14,1,0,0,0,2,2,0,0,0,2,1,0,1,2,0,2,0,1,0,0,0,1,1
139,0,0,35,256,174,-282.0,20.1149425287,0,29,4,2,0,0,1,28,35,0,0,0,1,0,4,2,4,6,3,1,0,0,0,0,3,1,0,0,0,0,10,1
0,103,0,0,256,103,103.0,0.0,0,27,4,2,0,0,1,26,36,0,0,0,2,0,4,2,4,7,3,1,0,0,0,0,2,1,0,0,0,0,10,1
129,0,0,0,256,129,258.0,0.0,8,16,3,4,0,0,1,15,37,1,0,4,1,0,8,1,0,1,1,8,0,0,0,0,0,0,0,11,1,1,0,0
187,0,0,0,256,187,374.0,0.0,8,16,3,4,0,0,1,15,37,1,0,4,1,0,8,1,0,1,1,8,0,0,0,0,0,0,0,11,1,1,0,0
202,0,0,0,256,202,404.0,0.0,8,15,3,4,0,0,1,14,37,1,0,4,1,0,8,1,0,1,1,8,0,0,0,0,0,0,0,11,1,1,0,0
0,10,0,0,256,10,10.0,0.0,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,108,0,0,256,108,108.0,0.0,3,12,3,3,0,0,1,11,27,1,0,3,1,0,6,1,0,1,1,6,0,0,0,0,0,0,0,6,1,1,0,0
48,0,0,92,256,140,-1376.0,65.7142857143,0,5,1,3,0,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0
0,113,0,0,256,113,113.0,0.0,0,3,1,2,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0
152,0,0,13,256,165,96.0,7.87878787879,1,17,6,8,0,0,3,14,49,0,20,7,0,0,1,6,0,0,0,1,1,0,1,0,0,0,0,0,1,0,4,8
139,0,0,35,256,174,-282.0,20.1149425287,0,19,4,3,0,0,1,18,29,0,0,0,1,1,3,2,4,3,2,1,0,0,0,0,2,1,0,1,0,0,8,1
0,103,0,0,256,103,103.0,0.0,0,25,4,4,0,0,1,24,35,0,0,0,1,0,4,2,4,6,3,1,0,0,0,0,1,1,0,0,0,0,12,1
0,30,0,0,256,30,30.0,0.0,1,26,4,3,0,0,1,25,37,0,0,0,1,0,5,2,5,6,2,1,0,0,0,0,3,1,0,0,0,0,11,1
0,36,0,0,256,36,36.0,0.0,0,24,4,4,0,0,1,23,36,0,0,0,1,0,4,2,4,6,3,1,0,0,0,0,2,1,0,0,0,0,12,1
0,103,0,0,256,103,103.0,0.0,0,18,6,4,0,0,1,17,39,0,11,9,0,0,1,7,0,0,0,1,2,2,1,0,0,0,0,0,1,0,3,2
0,0,0,24,256,24,-384.0,100.0,4,17,2,5,0,0,1,16,19,1,0,0,0,2,1,0,0,0,6,1,0,0,1,0,5,0,1,0,0,0,1,2
0,103,0,0,256,103,103.0,0.0,0,39,4,3,0,0,1,38,45,0,0,0,1,2,4,2,4,6,3,1,0,0,0,0,9,1,1,0,0,0,11,1
0,0,0,10,256,10,-160.0,100.0,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
1,0,0,10,256,11,-158.0,90.9090909091,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,0,0,10,256,10,-160.0,100.0,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
1,0,0,12,256,13,-190.0,92.3076923077,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,116,0,0,256,116,116.0,0.0,2,9,2,3,0,0,1,8,15,1,0,0,0,2,1,0,0,0,4,1,0,0,1,0,3,0,1,0,0,0,1,1
0,0,0,11,256,11,-176.0,100.0,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,116,0,0,256,116,116.0,0.0,4,14,5,4,0,0,1,13,22,0,0,0,1,1,5,1,5,1,1,1,0,0,0,0,0,1,0,0,0,0,5,1
0,11,12,0,256,23,-373.0,52.1739130435,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,10,4,0,256,14,-118.0,28.5714285714,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,11,4,0,256,15,-117.0,26.6666666667,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
218,0,0,0,256,218,436.0,0.0,1,19,3,2,0,0,0,19,45,5,0,2,5,0,4,5,0,2,1,8,0,0,0,0,0,0,0,12,1,1,0,0
0,11,3,0,256,14,-85.0,21.4285714286,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,10,0,0,256,10,10.0,0.0,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,16,2,0,256,18,-48.0,11.1111111111,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,10,5,0,256,15,-150.0,33.3333333333,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,11,8,0,256,19,-245.0,42.1052631579,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,11,0,0,256,11,11.0,0.0,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
165,0,0,21,256,186,-6.0,11.2903225806,2,18,6,3,0,0,1,17,40,0,10,10,0,0,1,9,0,0,0,1,1,2,1,0,0,0,0,0,1,0,3,2
164,0,0,21,256,185,-8.0,11.3513513514,1,30,4,3,0,0,1,29,39,0,0,0,2,0,5,2,5,7,2,1,0,0,0,0,3,1,0,0,0,0,11,1
148,0,0,30,256,178,-184.0,16.8539325843,0,3,1,2,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0
139,0,0,35,256,174,-282.0,20.1149425287,0,27,4,2,0,0,1,26,37,0,0,0,2,0,4,2,4,8,3,1,0,0,0,0,2,1,0,0,0,0,10,1
48,0,0,92,256,140,-1376.0,65.7142857143,0,5,1,3,0,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0
0,76,0,0,256,76,76.0,0.0,0,18,4,2,0,0,1,17,28,3,2,2,3,1,1,8,0,4,0,1,0,0,0,0,0,0,0,0,1,1,2,0
0,102,0,0,256,102,102.0,0.0,0,28,4,3,0,0,1,27,39,0,0,0,2,0,4,2,4,8,3,1,0,0,0,0,3,1,0,0,0,0,11,1
0,0,0,66,256,66,-1056.0,100.0,2,16,2,2,0,0,1,15,21,2,0,0,0,2,2,0,0,0,3,1,4,0,1,0,3,1,1,0,0,0,1,1
0,0,0,118,256,118,-1888.0,100.0,1,8,2,1,1,0,1,7,19,1,0,0,0,3,1,3,0,0,2,1,0,2,3,0,2,0,1,0,0,0,2,1
0,76,0,0,256,76,76.0,0.0,0,18,6,9,0,0,3,15,49,0,21,6,0,0,1,5,0,0,0,1,2,0,1,0,0,0,0,0,1,0,4,8
218,0,0,0,256,218,436.0,0.0,6,24,2,6,0,0,3,21,35,9,0,0,3,0,2,3,0,2,1,7,0,0,0,0,0,1,0,7,1,1,0,0
15,0,0,74,256,89,-1154.0,83.1460674157,8,17,2,3,0,2,2,13,31,1,0,0,2,2,2,0,1,1,4,4,0,0,2,0,9,0,1,0,0,0,2,2
0,23,0,0,256,23,23.0,0.0,2,20,2,8,0,0,2,18,21,1,0,0,0,2,1,0,0,0,9,2,0,0,1,0,3,0,1,0,0,0,1,1
0,0,0,66,256,66,-1056.0,100.0,6,19,2,3,1,2,2,15,30,1,0,0,1,3,2,0,1,1,4,4,1,0,2,0,7,0,1,0,0,0,2,2
0,24,0,0,256,24,24.0,0.0,3,20,2,5,0,0,1,19,18,1,0,0,0,2,1,0,0,0,6,1,0,0,1,0,4,0,1,0,0,0,1,2
139,0,0,35,256,174,-282.0,20.1149425287,0,20,4,2,0,0,1,19,30,0,0,0,2,0,4,2,4,4,2,1,0,0,0,0,2,1,0,0,0,0,8,1
139,0,0,35,256,174,-282.0,20.1149425287,0,27,4,2,0,0,1,26,34,0,0,0,1,0,4,2,4,6,3,1,0,0,0,0,2,1,0,0,0,0,10,1
139,0,0,35,256,174,-282.0,20.1149425287,0,24,4,2,0,0,1,23,33,0,0,0,1,0,4,2,4,6,3,1,0,0,0,0,1,1,0,0,0,0,10,1
165,0,0,13,256,178,122.0,7.30337078652,2,16,4,3,0,0,1,15,31,0,0,0,1,2,5,2,4,3,2,1,0,0,0,0,1,1,0,1,0,0,8,1
0,0,0,66,256,66,-1056.0,100.0,20,55,2,10,0,0,9,46,86,1,0,0,0,3,9,0,0,0,11,9,1,0,1,0,21,15,1,5,0,0,9,1
0,99,0,0,256,99,99.0,0.0,2,11,2,2,0,1,1,9,18,1,0,0,0,3,1,0,0,1,3,2,0,1,2,0,3,0,1,0,0,0,1,1
0,99,0,0,256,99,99.0,0.0,1,10,2,2,0,1,1,8,16,1,0,0,0,2,1,0,1,0,3,2,0,1,2,0,2,0,1,0,0,0,1,1
0,99,0,0,256,99,99.0,0.0,2,10,2,2,0,1,1,8,18,1,0,0,0,3,1,0,1,0,3,2,0,1,2,0,3,0,1,0,0,0,1,1
0,66,0,0,256,66,66.0,0.0,1,9,2,2,0,0,2,7,16,1,0,0,0,2,1,0,0,0,3,2,0,1,2,1,2,0,1,0,0,0,1,1
165,0,0,21,256,186,-6.0,11.2903225806,1,9,2,2,0,0,2,7,16,1,0,0,0,2,1,0,0,0,3,2,0,1,2,1,2,0,1,0,0,0,1,1
0,99,0,0,256,99,99.0,0.0,1,9,2,2,0,0,2,7,16,1,0,0,0,2,1,0,0,0,3,2,0,1,2,1,2,0,1,0,0,0,1,1
0,0,0,0,256,0,0.0,NA,2,89,2,28,0,1,3,85,55,12,29,4,1,0,0,1,0,1,0,0,3,1,1,1,0,0,0,2,0,0,0,0
0,29,0,0,256,29,29.0,0.0,2,25,4,4,0,0,1,24,43,0,0,0,1,0,6,2,6,6,3,1,0,0,0,0,5,1,0,0,0,0,12,1
0,0,0,0,256,0,0.0,NA,2,87,2,26,0,1,3,83,53,12,27,4,1,0,0,1,0,1,0,0,3,1,1,1,0,0,0,2,0,0,0,0
0,11,2,0,256,13,-53.0,15.3846153846,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,12,4,0,256,16,-116.0,25.0,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,11,0,0,256,11,11.0,0.0,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
164,0,0,21,256,185,-8.0,11.3513513514,1,27,4,3,0,0,1,26,38,0,0,0,2,0,5,2,5,7,2,1,0,0,0,0,2,1,0,0,0,0,11,1
0,11,0,0,256,11,11.0,0.0,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,115,0,0,256,115,115.0,0.0,3,15,3,4,0,0,1,14,30,1,0,4,1,0,6,1,0,1,1,8,0,0,0,0,0,0,0,6,1,1,0,0
0,11,0,0,256,11,11.0,0.0,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,11,4,0,256,15,-117.0,26.6666666667,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,11,3,0,256,14,-85.0,21.4285714286,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,0,0,0,256,0,0.0,NA,156,368,2,77,1,8,77,283,593,1,0,0,7,2,77,0,8,70,78,85,2,0,2,0,157,16,1,10,0,0,77,3
0,99,0,0,256,99,99.0,0.0,2,30,4,4,0,0,1,29,45,0,0,0,2,0,6,2,6,9,3,1,0,0,0,0,3,1,0,0,0,0,12,1
163,0,0,17,256,180,54.0,9.44444444444,2,11,2,4,0,0,3,8,18,1,0,0,0,2,1,0,0,0,5,3,0,0,1,0,3,0,1,0,0,0,1,1
0,99,0,0,256,99,99.0,0.0,1,18,4,3,0,0,1,17,30,0,0,0,1,1,4,2,5,3,2,1,0,0,0,0,1,1,0,1,0,0,8,1
164,0,0,21,256,185,-8.0,11.3513513514,1,14,4,3,0,0,1,13,29,0,0,0,1,0,5,2,4,5,2,1,0,0,0,0,0,1,0,0,0,0,8,1
0,90,0,0,256,90,90.0,0.0,2,13,3,4,0,0,3,10,26,2,0,0,4,0,3,4,0,2,1,6,0,0,0,0,0,3,0,3,1,1,0,0
163,0,0,17,256,180,54.0,9.44444444444,2,14,3,3,0,0,2,12,33,4,0,0,5,0,3,4,0,2,1,7,0,0,0,0,0,2,0,6,1,1,0,0
0,0,0,0,256,0,0.0,NA,4,15,2,3,0,0,3,12,25,1,0,0,0,2,4,0,0,0,4,3,0,2,2,0,5,0,1,0,0,0,3,1
0,89,0,0,256,89,89.0,0.0,3,18,2,5,0,0,5,13,29,1,0,0,0,2,3,0,0,0,6,5,0,3,3,0,4,0,1,0,0,0,4,1
165,0,0,21,256,186,-6.0,11.2903225806,1,15,2,4,0,0,2,13,20,3,0,0,2,0,2,2,0,2,1,5,0,0,0,0,0,2,0,2,1,1,0,0
165,0,0,14,256,179,106.0,7.82122905028,3,35,2,11,0,0,7,28,42,7,0,0,7,0,2,4,0,4,1,12,0,0,0,0,0,4,0,4,1,1,0,0
0,99,0,0,256,99,99.0,0.0,2,12,2,3,0,0,3,9,21,1,0,0,0,2,2,0,0,0,4,3,0,2,2,0,3,0,1,0,0,0,3,1
0,99,0,0,256,99,99.0,0.0,2,12,2,3,0,0,3,9,21,1,0,0,0,2,2,0,0,0,4,3,0,2,2,0,3,0,1,0,0,0,3,1
